vendor_name,amount,report_month,report_year,schedule,source_pdf
Bilabil Medical Clinic Limited,109760.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilabil Medical Clinic Limited,27040.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilabil Medical Clinic Limited,246400.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bilabil Medical Clinic Limited,8960.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilabil Medical Clinic Limited,389760.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bilabil Medical Clinic Limited,24075.85,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilabil Medical Clinic Limited,91200.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilabil Medical Clinic Limited,5474.41,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilal Hospital,4800.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilcil Medical Clinic Limited,1438080.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Bilkheir Nursing Home Limited,86800.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilkheir Nursing Home Limited,271040.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bilkheir Nursing Home Limited,2626000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bilkheir Nursing Home Limited,10000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Bilkheir Nursing Home Limited,31360.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilkheir Nursing Home Limited,13047.85,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilkheir Nursing Home Limited,3440.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bilkheir Nursing Home Limited,99600.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bin Insan Nursing Home,392000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bin Insan Nursing Home,248640.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bin Insan Nursing Home,68320.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bin Insan Nursing Home,39840.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bin Insan Nursing Home,192640.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bin Insan Nursing Home Limited,347200.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bin Insan Nursing Home Limited,1263360.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bin-Barakat Medical Centre Limited,333760.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Bin-Barakat Medical Centre Limited,800.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bin-Barakat Medical Centre Limited,8320.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bin-Barakat Medical Centre Limited,201600.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bin-Barakat Medical Centre Limited,136640.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bin-Barakat Medical Centre Limited,33600.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bin-Barakat Medical Centre Limited,1360.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bingwa Afya Clinic Ltd,362880.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bingwa Afya Clinic Ltd,315840.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bingwa Afya Clinic(Naivasha,93680.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bingwa Afya Clinic(Naivasha,1520.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bingwa Afya Clinic(Naivasha,12096.82,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bingwa Afya Clinic(Naivasha,145600.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bingwa Afya Clinic(Naivasha,20262.68,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bingwa Afya Clinic(Naivasha,103040.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bingwa Afya Clinic(Naivasha,25440.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Biretwa Model Health Centre,10000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Biretwa Model Health Centre,220000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Biretwa Model Health Centre,50000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Biretwo Health Centre,86466.85,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Biretwo Health Centre,10000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Biretwo Health Centre,4480.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Biretwo Health Centre,94323.55,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Biretwo Health Centre,20000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Biretwo Health Centre,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Dispensary,10000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Birkan Dispensary,140000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Birkan Dispensary,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Dispensary,240000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Birkan Dispensary,20486.72,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Dispensary,13277.12,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Dispensary,10000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Dispensary,20000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Dispensary,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Nursing Home Limited,12442.56,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Nursing Home Limited,60480.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Nursing Home Limited,168000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Nursing Home Limited,12077.57,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Nursing Home Limited,147840.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Nursing Home Limited,1417920.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Birkan Nursing Home Limited,6160.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Nursing Home Limited,27040.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birkan Nursing Home Limited,203840.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Birmad Healthcare Services Ltd,575200.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birmad Healthcare Services Ltd,1471680.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Birmad Healthcare Services Ltd,110800.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birmad Healthcare Services Ltd,65360.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birmad Healthcare Services Ltd,5680.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birmile Health Care Limited,1283.95,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Birmile Health Care Limited,754880.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bisharo Nursing Home (Hola,58240.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisharo Nursing Home (Hola,58240.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bisharo Nursing Home (Hola,7360.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisharo Nursing Home (Hola,2560.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisharo Nursing Home (Hola,11200.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisharo Nursing Home Limited,750400.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Bisharo Nursing Home Limited,206080.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bisharo Nursing Home Limited,94080.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bishop Kioko Catholic Hospital,8134830.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bishop Kioko Catholic Hospital,16718.05,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bishop Kioko Catholic Hospital,911050.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bishop Kioko Catholic Hospital,63820.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bishop U. J. Kioko Catholic Hospital,5395480.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bishop U. J. Kioko Catholic Hospital,2865390.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bishop U. J. Kioko Catholic Hospital,2106000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Bishop U. J. Kioko Catholic Hospital,8669850.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bishop U. J. Kioko Catholic Hospital,9689238.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Bishop U. J. Kioko Catholic Hospital,3278800.0,July,2025,4,SHA_PAYMENTS_JULY_2025_4.pdf
Bishop U. J. Kioko Catholic Hospital,155250.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bishop U. J. Kioko Catholic Hospital,94080.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
Bishop U. J. Kioko Catholic Hospital,313600.0,July,2025,3,SHA_PAYMENTS_JULY_2025_3.pdf
Bishop U. J. Kioko Catholic Hospital,7454070.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bissil Health Centre,840000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Bissil Health Centre,3822.16,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bissil Health Centre,96320.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bisunu Dispensary,230000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Bisunu Dispensary,20000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bisunu Dispensary,10000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisunu Dispensary,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisunu Dispensary,417870.42,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisunu Dispensary,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisunu Dispensary,541129.73,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bisunu Dispensary,50000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bituyu Dispensary,19126.61,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bituyu Dispensary,18253.95,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Biyamin Nursing Home And Ent Services Limited,105280.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Bizet Medical Centre,125440.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bizet Medical Centre,90000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Bizet Medical Centre,424960.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bizet Medical Centre,1475920.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bizet Medical Centre,985600.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Bizet Medical Centre,58640.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bizet Medical Centre,105920.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bizet Medical Centre,2621633.46,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bizet Medical Centre,4369597.75,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bizet Medical Centre,800960.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Blessed Community Medical Clinic,70000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed Community Medical Clinic,1720000.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Blessed Community Medical Clinic,20000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed Community Medical Clinic,10000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Blessed Community Medical Clinic,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed Community Medical Clinic,590000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Blessed Community Medical Clinic,360000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Blessed Community Medical Clinic,949721.32,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed Community Medical Clinic,130000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed Community Medical Clinic,1206663.53,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed Maria Helena Dispensary,11200.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Blessed Maria Helena Dispensary,183680.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Blessed Maria Helena Dispensary,13440.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Blessed Maria Helena Health Centre,42033.61,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed Maria Helena Health Centre,11200.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed Talbot Medical Centre Ltd,4804800.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Blessed Talbot Medical Centre Ltd,3195360.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Blessed To Bless Healthcare Limited,620480.0,August,2025,2,SHA_PAYMENTS_AUGUST_2025_2.pdf
Blessed To Bless Healthcare Limited,112000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Blessed To Bless Healthcare Limited,438560.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Blessed To Bless Healthcare Limited,2204160.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Blessed To Bless Healthcare Limited,370000.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Blessed To Bless Hospital,63440.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed To Bless Hospital,8080.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed To Bless Hospital,110256.77,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed To Bless Hospital,111856.31,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed To Bless Hospital,468560.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Blessed To Bless Hospital,5520.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blessed To Bless Hospital,165280.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Health Care Limited-Makoma Pl A Z A,951631.56,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Health Care Limited-Makoma Plaza,441202.79,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare College,44732.41,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare College,78259.69,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Eldama Ravine,305613.5,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Eldama Ravine,415681.8,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Embakasi Clinic,304280.19,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Embakasi Clinic,508749.45,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Githurai,511815.87,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Githurai,979490.92,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Kabarnet,1283824.21,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Kabarnet,1637605.76,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Kitale,797444.93,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Kitale,1117055.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Emali,159130.17,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Emali,164164.64,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Embu,284026.9,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Embu,478642.04,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Kericho,1080184.56,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Kericho,564045.9,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Kiambu,442427.83,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Kiambu,273027.48,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Kimilili,451394.05,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Kimilili,571771.46,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Mtwapa,71774.23,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Mtwapa,139542.83,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Mtwapa,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Mtwapa,10000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Westlands,98576.57,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Limited Westlands,328651.51,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Homabay,643403.97,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Homabay,1065114.1,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Kapenguria,253354.91,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Kapenguria,214776.72,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Kisii- Uchumi Bu I L D I N G,2166457.9,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Kisii- Uchumi Building,1191612.48,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Kisumu Cbd,938056.85,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Kisumu Cbd,158296.42,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Kitui,106964.8,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Kitui,143372.31,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Machakos,54572.19,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Maralal,172618.42,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Maralal,835251.86,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Nyamira,162373.26,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Nyamira,370765.23,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Siaya,413975.15,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Siaya,260531.03,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Ltd Wote,401213.66,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Nakuru,142278.92,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Nakuru,608738.25,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Pipeline Clinic,393165.98,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcare Pipeline Clinic,125438.73,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcarelimited Murang'A,581921.42,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Gvs Healthcarelimited Murang'A,712362.08,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Healthcare Githurai,10660.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bliss Healthcare Kitale,3350.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bliss Healthcare Limited Kericho,14010.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bliss Healthcare Limited Mtwapa,20000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bliss Healthcare Ltd Kabarnet,16480.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bliss Healthcare Ltd Maralal,3190.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bliss Medical Clinic Mumias,1971.94,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bliss Medical Clinic Mumias,2240.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blissfam Hospital,30000.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Blissfam Hospital,0.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blissfam Hospital,93600.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Blissfam Hospital,8490.41,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blissfam Hospital,10000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Blissfam Hospital,13324.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Dhahabu Limited,807550.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Dhahabu Limited,2196160.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bloom Dhahabu Limited,205000.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Dhahabu Limited,6777097.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bloom Dhahabu Limited,25000.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bloom Dhahabu Limited,662060.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Dhahabu Limited,186779.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Dhahabu Limited,27354942.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bloom Healthcare Machakos,756600.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Healthcare Machakos,3208150.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bloom Healthcare Machakos,487300.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bloom Healthcare Machakos,894280.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Healthcare Machakos,285051.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Bloom Healthcare Machakos,14013250.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bloom Healthcare Machakos,3849900.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bloom Healthcare Machakos,702900.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Bloom Healthcare Machakos,280200.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Healthcare Machakos,350700.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Hospital Nakuru Limited,73900.0,July,2025,1,SHA_PAYMENTS_JULY_2025_1.pdf
Bloom Hospital Nakuru Limited,2822970.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
Bloom Hospital Nakuru Limited,351450.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bloom Hospital Nakuru Limited,67200.0,July,2025,3,SHA_PAYMENTS_JULY_2025_3.pdf
Bloom Hospital Nakuru Limited,156800.0,July,2025,4,SHA_PAYMENTS_JULY_2025_4.pdf
Bloom Hospital Nakuru Limited,151320.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bloom Hospital Nakuru Limited,2879470.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bloom Hospital Nakuru Limited,1895700.0,July,2025,1,SHA_PAID_FACILITIES_JULY_2025.pdf
Bloom Hospital Nakuru Ltd,151890.0,May,2025,1,SHA_PAID_FACILITIES_MAY_2025.pdf
Bloom Hospital Nakuru Ltd,70620.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Hospital Nakuru Ltd,65330.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Hospital Nakuru Ltd,1860.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Hospital Nakuru Ltd,33880.0,April,2025,1,SHA_PAID_FACILITIES_APRIL_2025.pdf
Bloom Surgical Centre Limited - Kisumu,313040.0,July,2025,3,SHA_PAYMENTS_JULY_2025_3.pdf
Bloom Surgical Centre Limited - Kisumu,1704660.0,June,2025,2,SHA_PAID_FACILITIES_JUNE_2025-2.pdf
Bloom Surgical Centre Limited - Kisumu,1220240.0,August,2025,1,SHA_PAYMENTS_AUGUST_2025_1.pdf
